area,max_gray_value,min_gray_value,mean_gray_value,mean_value_R,mean_value_G,mean_value_B,std,label
46868.0,1.0,0.09641450980392156,0.24992560646755932,64.04175556883162,63.63320389178117,63.785888025945205,0.06378100932863895,Ripe
46590.0,0.9963611764705882,0.06464196078431372,0.21414828652955065,53.239300279029834,54.886713887100235,55.873878514702724,0.06092879694953766,Ripe
46233.0,0.9216788235294117,0.0813243137254902,0.3403016871150944,96.664763264335,84.11437717647567,84.0532952652867,0.04819931832623048,Ripe
45038.0,0.46274313725490196,0.12786235294117645,0.27181234804770527,67.22294506860872,69.59241085305742,72.68879612771437,0.05440003502691401,Ripe
43398.0,0.4470568627450981,0.10128235294117648,0.25068136660314155,63.27798516060648,64.04488686114567,64.62502880317065,0.05313419287563857,Ripe
44874.0,0.8925839215686274,0.07443450980392156,0.25364271620668594,63.66076124259036,64.73316397022775,67.14112849311405,0.05736927280562528,Ripe
41732.0,0.6686901960784314,0.13690470588235293,0.28992176689539045,75.83156810121729,73.10152880283715,76.54658295792198,0.10216058270234402,Ripe
45841.0,0.8716298039215685,0.11973647058823529,0.2740482428992626,67.76697716018411,70.2031151152898,72.93357474749678,0.05551076470438196,Ripe
43271.0,0.9385352941176471,0.08926549019607842,0.29555465479076015,69.60513970095445,76.56904162140926,80.41404173696009,0.053368359911754,Ripe
42416.0,0.44218823529411766,0.09179529411764706,0.2538911602817287,62.014310637495285,65.17507544322898,68.48759901923802,0.06354251142254774,Ripe
41968.0,0.946303137254902,0.03963843137254902,0.3243199388703251,80.67208349218453,83.04939477697293,85.2320339306138,0.05640669114109811,Ripe
42525.0,0.8652282352941176,0.06150117647058823,0.3783763716844763,98.1645620223398,96.05234567901235,95.84129335684891,0.07673898879289753,Ripe
47011.0,1.0,0.09414823529411766,0.2888845995326083,72.95424475122843,73.64421092935696,75.97402735529982,0.04890059407972141,Ripe
46484.0,0.3747345098039216,0.0934313725490196,0.18366329236625378,44.244385164787886,47.14897599173909,51.342999741846654,0.07489694898658401,Ripe
32443.0,0.9966666666666666,0.07974078431372549,0.2629115705191548,74.60481459791018,65.14711956354222,63.56002835742687,0.01592093583812084,Ripe
410.0,0.29160274509803924,0.2725603921568628,0.2850589708273553,70.44146341463414,73.43658536585366,71.90975609756097,0.01592093583812084,Ripe
42563.0,0.4199113725490196,0.11445372549019607,0.2412546368128813,60.51711580480699,61.51244038249184,64.54986725559759,0.05440024243877051,Ripe
40072.0,0.4272301960784314,0.10909490196078431,0.23141977072641792,58.00840986224795,59.06802755040926,61.414528848073466,0.08151665035175955,Ripe
41582.0,0.654536862745098,0.05834470588235294,0.23162610459276778,58.49312202395267,59.15129142417392,59.88951950363138,0.0798399430457145,Ripe
46300.0,0.8939003921568628,0.12103019607843137,0.3154410420276966,80.31611231101512,80.40794816414687,81.08801295896328,0.07192731789172256,Ripe
44932.0,0.9994345098039217,0.14049803921568627,0.3048280319367131,73.77492655568415,78.37287456601086,83.02388053057955,0.0728001143340036,Ripe
37982.0,0.6887521568627452,0.11625529411764705,0.2817694288109641,70.95682165236164,72.03804433679112,72.6333263124638,0.048626269794043546,Ripe
69.0,0.5354227450980392,0.44181019607843136,0.490334470019892,142.8695652173913,120.7536231884058,114.95652173913044,0.048626269794043546,Ripe
39047.0,0.38354666666666665,0.08338666666666666,0.19129296945812416,49.216405869849154,48.565088227008474,49.62214766819474,0.06959777356058824,Ripe
40219.0,0.4071066666666666,0.0727678431372549,0.18556729529356186,46.944603296949204,47.29314503095552,48.68815733857132,0.06272398326406896,Ripe
40825.0,0.666703137254902,0.04545176470588235,0.1910672666642652,47.63000612369871,48.767372933251686,51.492345376607474,0.07829512723651917,Ripe
40489.0,1.0,0.08529058823529412,0.25386792950300224,63.961693299414655,64.77633431302328,66.62236656869767,0.07882639369488154,Ripe
37268.0,0.8893250980392157,0.07740274509803922,0.3259306423110191,82.95910700869379,82.90640764194484,85.60692819577118,0.07212030174556554,Ripe
44127.0,0.9323203921568628,0.06225137254901961,0.37927651148623165,101.14122872617672,95.78462166020803,92.90819679561267,0.041068362031901125,Ripe
30165.0,0.5544603921568627,0.056195686274509805,0.34960974209169826,89.0185977125808,89.03169235869385,90.71788496602022,0.1256038403280811,Ripe
43166.0,0.5230721568627451,0.15344627450980391,0.2946199023650604,74.10751517397952,75.29747949775286,76.4550803873419,0.07858758641711264,Ripe
42858.0,0.9719913725490196,0.13070549019607844,0.29459523975664276,73.46430071398572,75.35003966587335,77.7420784917635,0.05015968372720973,Ripe
44569.0,0.5773333333333334,0.12454392156862744,0.2953585395810594,72.68457896744374,75.70587179429648,79.20906908389239,0.06835929398278945,Ripe
41413.0,0.5840298039215687,0.08252196078431372,0.3072071962910197,75.94170912515393,78.91927655567092,79.63067152826407,0.08275656255244332,Ripe
41490.0,0.959743137254902,0.0165721568627451,0.35884731614988724,91.43398409255242,91.3351892022174,93.41400337430706,0.09236583245550264,Ripe
38804.0,0.5375294117647059,0.12188705882352942,0.26013780245012136,62.75010308215648,66.92949180496856,71.00394289248531,0.06615732521969601,Ripe
42985.0,0.545356862745098,0.16136470588235294,0.2807094959436375,68.35875305339071,72.23601256252181,74.57757357217633,0.07264112309858722,Ripe
40508.0,0.8405101960784315,0.08007529411764706,0.32213968256088843,81.5090846252592,82.39310753431421,81.56601165201936,0.08612998263843566,Ripe
39907.0,0.7986219607843137,0.07051294117647058,0.31607827678764894,78.68434109304133,80.95010900343298,82.77156889768712,0.08563091952116182,Ripe
31683.0,0.5549058823529411,0.07472509803921569,0.29615504296545503,69.98052583404349,76.53539753179939,81.76492125114414,0.10582616533044922,Ripe
32.0,0.5207596078431372,0.47370078431372553,0.5044498529411765,181.5625,116.71875,90.875,0.11032343010491269,Ripe
37785.0,0.9248584313725491,0.09426549019607842,0.389316847322441,99.94211988884479,99.92719333068678,90.84856424507079,0.11032343010491269,Ripe
1.0,0.5257113725490197,0.5257113725490197,0.5257113725490197,163.0,130.0,89.0,0.11032343010491269,Ripe
1.0,0.49130392156862746,0.49130392156862746,0.49130392156862746,147.0,124.0,74.0,0.11032343010491269,Ripe
41903.0,0.6155572549019608,0.15886980392156863,0.3073176857569747,75.56306231057442,78.94687731188698,80.86356585447342,0.062014219888373245,Ripe
41925.0,0.6909756862745099,0.16228627450980393,0.2896262975481427,70.82440071556351,74.44686940966011,76.91026833631484,0.05239166794659761,Ripe
41699.0,0.5772125490196078,0.08643019607843137,0.29568173925269287,73.00330943188087,75.78555840667642,78.62207726804,0.08155336521961837,Ripe
37306.0,0.8049976470588235,0.0492235294117647,0.3657313891367945,97.26242427491556,93.46786039779124,79.42207687771403,0.09663788249377575,Ripe
42456.0,0.5713494117647059,0.1534023529411765,0.29553641450248835,72.79706048615037,75.898930657622,77.59105897870737,0.060096337814088796,Ripe
41811.0,0.5577623529411765,0.11417098039215685,0.28321189284553605,68.08863696156514,72.9846212719141,76.796106287819,0.08364824748273184,Ripe
41993.0,0.5914125490196079,0.1361686274509804,0.28336308298815444,68.05029409663516,73.13607029743052,75.94110923249113,0.07201155922459603,Ripe
46379.0,0.9994345098039217,0.17085843137254902,0.33773427587451893,84.1355786023847,86.45641346298972,88.66174346148041,0.07150736730582678,Ripe
46206.0,0.9884294117647059,0.13586313725490198,0.3248112955961071,81.30703804700688,83.11626195732156,84.43496515604033,0.04436398035692665,Ripe
132.0,0.5571278431372549,0.4336403921568628,0.5056366131907308,156.93939393939394,123.18181818181819,103.51515151515152,0.15813913690409645,Ripe
40565.0,0.8889525490196079,0.12482745098039215,0.3566792985453025,89.78910390730925,91.2344385554049,91.59388635523234,0.15813913690409645,Ripe
46775.0,1.0,0.11562235294117647,0.35786894270234015,89.65601282736505,91.52389096739711,93.32158204168894,0.07611379512540961,Ripe
46441.0,0.9949105882352942,0.1351478431372549,0.3177181199337468,79.71718955233523,81.18132684481385,83.23296225318146,0.08289226542445773,Ripe
43133.0,0.5395015686274509,0.1346121568627451,0.30146595281443667,73.66267127257552,77.5646720608351,79.48313356362877,0.08740670319126975,Ripe
44731.0,0.5346862745098039,0.14637686274509804,0.2826417885039151,70.46153674185688,72.31908519818471,74.38981914108784,0.08341999543189738,Ripe
47050.0,0.9844929411764707,0.16769686274509804,0.3193945280490092,81.14146652497344,81.40603613177471,82.73460148777896,0.08388328172623359,Ripe
44768.0,0.887821568627451,0.09541137254901962,0.36407652726387196,94.89117226590422,92.62260989992852,88.94487133666905,0.06551658633086133,Ripe
5.0,0.5250462745098039,0.5068223529411765,0.5141119215686275,178.2,120.0,102.4,0.11924256602350063,Ripe
40078.0,0.9279686274509804,0.07020745098039216,0.39127739783892,102.24876490842857,99.79974050601328,92.24881481111832,0.11924256602350063,Ripe
38911.0,0.9394952941176471,0.11297176470588235,0.38136948247408237,100.25733083189843,96.87746395620776,92.07208758448768,0.0570570151353381,Ripe
44894.0,0.8575427450980392,0.14814862745098037,0.3065342733864606,76.55795874727136,78.49434222836014,79.6507773867332,0.08426374047156998,Ripe
44041.0,0.5282945098039217,0.13992470588235295,0.2769812134147726,69.23019459140346,70.84067119275221,72.66819554506029,0.07931193021820179,Ripe
37876.0,0.8033905882352941,0.10940745098039216,0.329133514647384,81.11677579469848,84.48930721301087,86.65854366881402,0.11109822102350297,Ripe
46569.0,0.7358184313725491,0.12679960784313726,0.29581288158115787,74.39403895295153,75.44037879275913,78.41199080933669,0.09871469759002025,Ripe
43237.0,1.0,0.12455960784313726,0.34787051893190607,86.85017461896061,89.13016629275852,89.98057219511067,0.07863249253885397,Ripe
42531.0,0.9988690196078431,0.1332580392156863,0.2890454171052165,71.71742963955703,74.07023112553196,75.96094613340857,0.08889795592348823,Ripe
42458.0,0.9752501960784314,0.11673137254901961,0.26552474858198966,66.1255829290122,67.9817702199821,69.66665881577087,0.09644862548399813,Ripe
45239.0,0.33754431372549015,0.08983098039215685,0.18961470289603496,49.11339773204536,48.13574570613851,48.25020446959482,0.0595165047051864,Ripe
39281.0,0.8314227450980393,0.12490980392156863,0.34572554645238357,90.53379496448665,88.15190550138743,81.24424021791705,0.19341638232151048,Ripe
42502.0,0.9988690196078431,0.1277521568627451,0.3047278246467756,76.49741188649946,77.79024516493341,80.42654463319373,0.09300585605193196,Ripe
30936.0,0.5361823529411764,0.0579078431372549,0.25328230899212545,58.38883501422291,65.57321567106284,73.06911042151539,0.07861299046347778,Ripe
10.0,0.49631725490196077,0.45210156862745104,0.4817255294117647,154.4,116.1,96.7,0.17372892062212833,Ripe
46113.0,0.8369960784313726,0.13296039215686276,0.32127836956359973,82.64253030598746,81.81200529134951,80.9450480341769,0.17372892062212833,Ripe
46918.0,0.9988690196078431,0.08924980392156863,0.30501162010650207,76.16100430538386,78.0292638219873,80.0501300140671,0.06615973190206438,Ripe
46280.0,0.9946278431372549,0.1432964705882353,0.32456352940329114,80.71959809853068,83.2695764909248,83.76879861711322,0.0914366814870641,Ripe
8.0,0.527436862745098,0.4560380392156863,0.4993208333333333,156.75,120.875,104.625,0.16115884848842107,Ripe
40755.0,0.7884764705882353,0.1680470588235294,0.33325751049913277,81.10109189056557,85.77237148816096,88.55934241197399,0.16115884848842107,Ripe
47317.0,0.9994345098039217,0.15029843137254903,0.33906122268371813,85.49214869919902,86.6136483716212,87.79647906672021,0.06813874395995513,Ripe
43130.0,0.9988690196078431,0.09280627450980393,0.4341943996854017,115.02070484581498,110.1123811731973,104.06760955251565,0.1013327896670754,Ripe
52.0,0.6367172549019608,0.5280521568627451,0.5619937254901961,197.57692307692307,131.1153846153846,104.34615384615384,0.10270765669386728,Ripe
39174.0,0.9512827450980393,0.0951364705882353,0.42726864610080517,110.41496911216623,108.61933935773727,107.96183693265942,0.10270765669386728,Ripe
42438.0,0.39334862745098037,0.08265058823529411,0.19746296900022084,50.88842546774117,50.177105424383804,50.521018898157315,0.05658526695543568,Ripe
46004.0,0.36168392156862744,0.10190117647058823,0.2088135931743361,52.45056951569429,53.399726110772974,54.085383879662636,0.04554471710213021,Ripe
43884.0,0.3791611764705882,0.0842043137254902,0.19389257306696261,48.24207000273448,49.47051317108741,52.70403791814785,0.0645823185077393,Ripe
48304.0,1.0,0.0611607843137255,0.30220626463768685,74.55266644584299,77.382970354422,81.28126035110964,0.04770680033769178,Ripe
34970.0,0.982230980392157,0.08966745098039215,0.32281455960571254,80.88653131255361,82.50437517872462,84.68370031455534,0.09220428989496876,Ripe
46848.0,0.7477082352941177,0.1324176470588235,0.27547465348092787,67.76161202185793,70.47957223360656,75.25115266393442,0.05911947442832824,Ripe
43917.0,0.9182866666666667,0.07016274509803923,0.19685601260309668,50.20053737732541,50.124325432065035,50.92547305143794,0.04551525268535415,Ripe
43990.0,0.9929313725490196,0.07712000000000001,0.31394801215962626,82.5215503523528,79.62580131848148,77.06817458513298,0.06068763177097489,Ripe
41100.0,0.7824525490196079,0.05903098039215686,0.33450895890463245,83.36939172749392,85.66051094890511,87.40997566909975,0.07039171955398503,Ripe
46247.0,0.45704901960784317,0.08110117647058825,0.2294073388204937,58.63556555019785,58.136549397798774,61.6910718533094,0.08907549406753629,Ripe
31185.0,0.3381258823529412,0.14023019607843135,0.22643902881915953,55.54866121532788,58.030912297578965,61.33907327240661,0.08076002266501965,Ripe
117.0,0.2974737254901961,0.28178745098039215,0.29129269984917056,74.12820512820512,74.48717948717949,72.66666666666667,0.08076002266501965,Ripe
29387.0,0.6690745098039215,0.08529058823529412,0.24671867050723376,70.26487902814169,60.93541361826658,60.87072515057679,0.021951346830746482,Ripe
47677.0,0.9811000000000001,0.09471725490196078,0.2847346609352888,72.08438030916375,72.57438597227174,74.47561717389937,0.069544406207827,Ripe
46528.0,0.4927737254901961,0.10480745098039215,0.2656593244464224,67.82094652682255,67.5360643053645,69.56832444979368,0.0806360973867389,Ripe
43795.0,0.41322549019607846,0.09892941176470588,0.2151920259676881,57.92889599269323,54.112980933896566,53.420938463294895,0.06459558116277796,Ripe
47550.0,0.47256039215686274,0.12316509803921569,0.30005147055936987,77.31703470031546,76.27322818086225,76.52410094637224,0.0791315096937698,Rotten
46736.0,0.9392043137254902,0.06608274509803921,0.3083842230786528,80.37470044505307,78.29204467648066,76.95179305032524,0.07671588164253408,Rotten
41030.0,0.9766858823529412,0.09549372549019608,0.3618322125465346,93.63950767730928,91.93436509870826,91.52529856202779,0.10338169972520753,Rotten
44209.0,0.9330356862745098,0.13135333333333332,0.43551004918260366,114.20118075504988,110.91843289827862,103.13820715238978,0.08698265382434478,Rotten
45709.0,0.6369858823529412,0.13806274509803923,0.30321338098345074,79.13194338095342,76.91248988164257,76.01496423023912,0.0888914987626868,Rotten
47136.0,0.9946278431372549,0.12775803921568626,0.3277119712754416,84.6895366598778,83.28161065852002,83.08407586558044,0.08307308110764598,Rotten
47590.0,1.0,0.11639529411764706,0.3646216093840773,94.6005463332633,92.63147720109266,91.64126917419625,0.07392791000322804,Rotten
46232.0,0.7254454901960784,0.15710509803921566,0.3288389073267307,85.02124069908288,83.58762329122686,83.05578387264232,0.0861443965315578,Rotten
42592.0,1.0,0.06377882352941176,0.3153260188049675,81.34081517655898,80.23898854244929,79.3375751314801,0.09331978371632792,Rotten
47204.0,0.6180117647058825,0.14022745098039216,0.34372522776401465,89.14208541649013,87.34569104313194,86.27090924497924,0.08393054212809892,Rotten
40311.0,0.9609996078431372,0.10350039215686274,0.34004166164930416,86.38123589094788,86.69033266354097,87.88276152911116,0.13706985064760902,Rotten
47393.0,0.918530980392157,0.13712627450980394,0.3934142511738517,104.78397653661933,99.78355453336991,92.49492541092566,0.13295841232105257,Rotten
43495.0,1.0,0.08360823529411766,0.41854858446204096,107.0958960800092,106.63002643982067,106.64202781928957,0.15195637168619247,Rotten
47231.0,0.6483564705882354,0.12141529411764707,0.3397919634952286,87.8958946454659,86.30899197560925,86.31928182761322,0.09119427981870254,Rotten
